Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
50027,VT,Windsor County,7,54055.00 ,57384.00 ,56670.00 ,57753.00 ,58196.00 
51000,VA,Virginia,,6189197.00 ,7079057.00 ,8001024.00 ,8631393.00 ,8642274.00 
51001,VA,Accomack County,8,31703.00 ,38301.00 ,33164.00 ,33413.00 ,33246.00 
51003,VA,Albemarle County,3,68177.00 ,83024.00 ,98970.00 ,112395.00 ,113535.00 
51005,VA,Alleghany County,6,12815.00 ,17235.00 ,16250.00 ,15223.00 ,14986.00 
51007,VA,Amelia County,1,8787.00 ,11378.00 ,12690.00 ,13265.00 ,13268.00 
51009,VA,Amherst County,2,28578.00 ,31888.00 ,32353.00 ,31307.00 ,31273.00 
51011,VA,Appomattox County,2,12300.00 ,13703.00 ,14973.00 ,16119.00 ,16353.00 
51013,VA,Arlington County,1,170895.00 ,189211.00 ,207627.00 ,238643.00 ,232965.00 
51015,VA,Augusta County,3,54557.00 ,65385.00 ,73750.00 ,77487.00 ,77563.00 
51017,VA,Bath County,8,4799.00 ,5040.00 ,4731.00 ,4209.00 ,4114.00 
51019,VA,Bedford County,2,45553.00 ,60226.00 ,68676.00 ,79462.00 ,80131.00 
51021,VA,Bland County,8,6514.00 ,6869.00 ,6824.00 ,6270.00 ,6173.00 
51023,VA,Botetourt County,2,24992.00 ,30554.00 ,33148.00 ,33596.00 ,33866.00 
51025,VA,Brunswick County,6,15987.00 ,18395.00 ,17434.00 ,15849.00 ,15940.00 
51027,VA,Buchanan County,9,31333.00 ,26968.00 ,24098.00 ,20355.00 ,19816.00 
51029,VA,Buckingham County,3,12873.00 ,15614.00 ,17146.00 ,16824.00 ,16947.00 
51031,VA,Campbell County,2,47499.00 ,50997.00 ,54842.00 ,55696.00 ,55492.00 
51033,VA,Caroline County,1,19217.00 ,22122.00 ,28545.00 ,30887.00 ,31332.00 
51035,VA,Carroll County,7,26519.00 ,29205.00 ,30042.00 ,29155.00 ,29048.00 
51036,VA,Charles City County,1,6282.00 ,6932.00 ,7256.00 ,6773.00 ,6594.00 
51037,VA,Charlotte County,8,11688.00 ,12471.00 ,12586.00 ,11529.00 ,11448.00 
51041,VA,Chesterfield County,1,209599.00 ,259879.00 ,316236.00 ,364548.00 ,370688.00 
51043,VA,Clarke County,1,12101.00 ,12638.00 ,14034.00 ,14783.00 ,14881.00 
51045,VA,Craig County,2,4372.00 ,5076.00 ,5190.00 ,4892.00 ,4865.00 
51047,VA,Culpeper County,1,27791.00 ,34260.00 ,46689.00 ,52552.00 ,53596.00 
51049,VA,Cumberland County,8,7825.00 ,9002.00 ,10052.00 ,9675.00 ,9681.00 
51051,VA,Dickenson County,9,17620.00 ,16380.00 ,15903.00 ,14124.00 ,13787.00 
51053,VA,Dinwiddie County,1,22279.00 ,24540.00 ,28001.00 ,27947.00 ,27912.00 
51057,VA,Essex County,6,8689.00 ,9991.00 ,11151.00 ,10599.00 ,10573.00 
51059,VA,Fairfax County,1,818310.00 ,969987.00 ,1081726.00 ,1150309.00 ,1139720.00 
51061,VA,Fauquier County,1,48700.00 ,55145.00 ,65203.00 ,72972.00 ,73815.00 
51063,VA,Floyd County,3,11965.00 ,13840.00 ,15279.00 ,15476.00 ,15566.00 
51065,VA,Fluvanna County,3,12429.00 ,20012.00 ,25691.00 ,27249.00 ,27723.00 
51067,VA,Franklin County,2,39549.00 ,47311.00 ,56159.00 ,54477.00 ,54938.00 
51069,VA,Frederick County,3,45723.00 ,59226.00 ,78305.00 ,91419.00 ,93717.00 
51071,VA,Giles County,3,16366.00 ,16682.00 ,17286.00 ,16787.00 ,16562.00 
51073,VA,Gloucester County,1,30131.00 ,34772.00 ,36858.00 ,38711.00 ,39069.00 
51075,VA,Goochland County,1,14163.00 ,16866.00 ,21717.00 ,24727.00 ,25488.00 
51077,VA,Grayson County,9,16278.00 ,16803.00 ,15533.00 ,15333.00 ,15359.00 
51079,VA,Greene County,3,10297.00 ,15231.00 ,18403.00 ,20552.00 ,20968.00 
51081,VA,Greensville County,6,8553.00 ,11585.00 ,12243.00 ,11391.00 ,11437.00 
51083,VA,Halifax County,6,36030.00 ,37350.00 ,36241.00 ,34022.00 ,33738.00 
51085,VA,Hanover County,1,63306.00 ,86331.00 ,99863.00 ,109979.00 ,111603.00 
51087,VA,Henrico County,1,217878.00 ,263195.00 ,306935.00 ,334389.00 ,333554.00 
51089,VA,Henry County,4,56942.00 ,57944.00 ,54151.00 ,50948.00 ,50248.00 
51091,VA,Highland County,8,2635.00 ,2531.00 ,2321.00 ,2232.00 ,2226.00 
51093,VA,Isle of Wight County,1,25053.00 ,29724.00 ,35270.00 ,38606.00 ,39278.00 
51095,VA,James City County,1,34779.00 ,48096.00 ,67009.00 ,78254.00 ,79882.00 
51097,VA,King and Queen County,8,6289.00 ,6624.00 ,6945.00 ,6608.00 ,6662.00 
51099,VA,King George County,6,13527.00 ,16811.00 ,23584.00 ,26723.00 ,27489.00 
51101,VA,King William County,1,10913.00 ,13155.00 ,15935.00 ,17810.00 ,18171.00 
51103,VA,Lancaster County,9,10896.00 ,11557.00 ,11391.00 ,10919.00 ,10928.00 
51105,VA,Lee County,8,24496.00 ,23583.00 ,25587.00 ,22173.00 ,21983.00 
51107,VA,Loudoun County,1,86185.00 ,169599.00 ,312311.00 ,420959.00 ,427592.00 
51109,VA,Louisa County,8,20325.00 ,25691.00 ,33153.00 ,37596.00 ,38848.00 
51111,VA,Lunenburg County,9,11419.00 ,13152.00 ,12914.00 ,11936.00 ,11926.00 
51113,VA,Madison County,8,11949.00 ,12509.00 ,13308.00 ,13837.00 ,13942.00 
51115,VA,Mathews County,1,8348.00 ,9160.00 ,8978.00 ,8533.00 ,8546.00 
51117,VA,Mecklenburg County,7,29241.00 ,32387.00 ,32727.00 ,30319.00 ,30248.00 
51119,VA,Middlesex County,8,8653.00 ,9895.00 ,10959.00 ,10625.00 ,10781.00 
51121,VA,Montgomery County,3,73913.00 ,83632.00 ,94392.00 ,99721.00 ,98473.00 
51125,VA,Nelson County,3,12778.00 ,14440.00 ,15020.00 ,14775.00 ,14790.00 
51127,VA,New Kent County,1,10466.00 ,13472.00 ,18429.00 ,22945.00 ,23897.00 
51131,VA,Northampton County,8,13061.00 ,13096.00 ,12389.00 ,12282.00 ,12085.00 
51133,VA,Northumberland County,9,10524.00 ,12257.00 ,12330.00 ,11839.00 ,12029.00 
51135,VA,Nottoway County,6,14993.00 ,15738.00 ,15853.00 ,15642.00 ,15594.00 
51137,VA,Orange County,6,21421.00 ,25870.00 ,33481.00 ,36254.00 ,37188.00 
51139,VA,Page County,6,21690.00 ,23151.00 ,24042.00 ,23709.00 ,23807.00 
51141,VA,Patrick County,8,17473.00 ,19429.00 ,18490.00 ,17608.00 ,17602.00 
51143,VA,Pittsylvania County,4,55672.00 ,61790.00 ,63506.00 ,60501.00 ,59972.00 
51145,VA,Powhatan County,1,15328.00 ,22377.00 ,28046.00 ,30333.00 ,31136.00 
51147,VA,Prince Edward County,6,17320.00 ,19719.00 ,23368.00 ,21849.00 ,21932.00 
51149,VA,Prince George County,1,27390.00 ,33112.00 ,35725.00 ,43010.00 ,42880.00 
51153,VA,Prince William County,1,214954.00 ,281317.00 ,402002.00 ,482204.00 ,484472.00 
51155,VA,Pulaski County,3,34496.00 ,35129.00 ,34872.00 ,33800.00 ,33759.00 
51157,VA,Rappahannock County,1,6622.00 ,6994.00 ,7373.00 ,7348.00 ,7407.00 
51159,VA,Richmond County,9,7273.00 ,8813.00 ,9254.00 ,8923.00 ,9017.00 
51161,VA,Roanoke County,2,79278.00 ,85700.00 ,92376.00 ,96929.00 ,96589.00 
51163,VA,Rockbridge County,6,18350.00 ,20785.00 ,22307.00 ,22650.00 ,22641.00 
51165,VA,Rockingham County,3,57482.00 ,67825.00 ,76314.00 ,83757.00 ,84394.00 
51167,VA,Russell County,7,28667.00 ,29250.00 ,28897.00 ,25781.00 ,25550.00 
51169,VA,Scott County,2,23204.00 ,23395.00 ,23177.00 ,21576.00 ,21419.00 
51171,VA,Shenandoah County,6,31636.00 ,35068.00 ,41993.00 ,44186.00 ,44752.00 
51173,VA,Smyth County,7,32370.00 ,33069.00 ,32208.00 ,29800.00 ,29477.00 
51175,VA,Southampton County,6,17022.00 ,17482.00 ,18570.00 ,17996.00 ,18006.00 
51177,VA,Spotsylvania County,1,57397.00 ,90289.00 ,122397.00 ,140032.00 ,143676.00 
51179,VA,Stafford County,1,62255.00 ,92456.00 ,128961.00 ,156927.00 ,160877.00 
51181,VA,Surry County,8,6145.00 ,6824.00 ,7058.00 ,6561.00 ,6530.00 
51183,VA,Sussex County,1,10248.00 ,12507.00 ,12087.00 ,10829.00 ,10763.00 
51185,VA,Tazewell County,5,45960.00 ,44599.00 ,45078.00 ,40429.00 ,39925.00 
51187,VA,Warren County,1,26142.00 ,31553.00 ,37575.00 ,40727.00 ,40925.00 
51191,VA,Washington County,2,45887.00 ,51152.00 ,54876.00 ,53935.00 ,53635.00 
51193,VA,Westmoreland County,6,15480.00 ,16684.00 ,17454.00 ,18477.00 ,18731.00 
51195,VA,Wise County,7,39573.00 ,42153.00 ,41452.00 ,36130.00 ,35647.00 
51197,VA,Wythe County,6,25471.00 ,27601.00 ,29235.00 ,28290.00 ,28178.00 
51199,VA,York County,1,42434.00 ,56748.00 ,65464.00 ,70045.00 ,70915.00 
51510,VA,Alexandria city,1,111183.00 ,128278.00 ,139966.00 ,159467.00 ,154706.00 
51515,VA, Bedford city,2,6176.00 ,6421.00 ,6222.00 ,,
51520,VA,Bristol city,2,18426.00 ,17346.00 ,17835.00 ,17219.00 ,17054.00 
51530,VA,Buena Vista city,6,6406.00 ,6367.00 ,6650.00 ,6641.00 ,6601.00 
51540,VA,Charlottesville city,3,40470.00 ,41280.00 ,43475.00 ,46553.00 ,45672.00 
51550,VA,Chesapeake city,1,151982.00 ,199153.00 ,222209.00 ,249422.00 ,251269.00 
51560,VA, Clifton Forge city,,4679.00 ,,,,
51570,VA,Colonial Heights city,1,16064.00 ,16909.00 ,17411.00 ,18170.00 ,18273.00 
51580,VA,Covington city,6,7352.00 ,6294.00 ,5961.00 ,5737.00 ,5717.00 
51590,VA,Danville city,4,53056.00 ,48312.00 ,43055.00 ,42590.00 ,42215.00 
51595,VA,Emporia city,6,5556.00 ,5651.00 ,5927.00 ,5766.00 ,5667.00 
51600,VA,Fairfax city,1,19945.00 ,21576.00 ,22565.00 ,24146.00 ,24276.00 
51610,VA,Falls Church city,1,9464.00 ,10432.00 ,12332.00 ,14658.00 ,14493.00 
51620,VA,Franklin city,6,8392.00 ,8351.00 ,8582.00 ,8180.00 ,8217.00 
51630,VA,Fredericksburg city,1,19033.00 ,19367.00 ,24286.00 ,27982.00 ,28367.00 
51640,VA,Galax city,7,6745.00 ,6911.00 ,7042.00 ,6720.00 ,6660.00 
51650,VA,Hampton city,1,133773.00 ,146436.00 ,137436.00 ,137148.00 ,137746.00 
51660,VA,Harrisonburg city,3,30707.00 ,40390.00 ,48914.00 ,51814.00 ,51430.00 
51670,VA,Hopewell city,1,23101.00 ,22278.00 ,22591.00 ,23033.00 ,23140.00 
51678,VA,Lexington city,6,6959.00 ,6873.00 ,7042.00 ,7320.00 ,7456.00 
51680,VA,Lynchburg city,2,66120.00 ,65306.00 ,75568.00 ,79009.00 ,79009.00 
51683,VA,Manassas city,1,27757.00 ,34692.00 ,37821.00 ,42772.00 ,42708.00 
51685,VA,Manassas Park city,1,6798.00 ,10226.00 ,14273.00 ,17219.00 ,17002.00 
51690,VA,Martinsville city,4,16162.00 ,15418.00 ,13821.00 ,13485.00 ,13517.00 
51700,VA,Newport News city,1,171477.00 ,180272.00 ,180719.00 ,186247.00 ,184587.00 
51710,VA,Norfolk city,1,261250.00 ,234463.00 ,242803.00 ,238005.00 ,235089.00 
51720,VA,Norton city,7,4247.00 ,3945.00 ,3958.00 ,3687.00 ,3666.00 
51730,VA,Petersburg city,1,37071.00 ,33752.00 ,32420.00 ,33458.00 ,33429.00 
51735,VA,Poquoson city,1,11005.00 ,11566.00 ,12150.00 ,12460.00 ,12574.00 
51740,VA,Portsmouth city,1,103910.00 ,100580.00 ,95535.00 ,97915.00 ,97840.00 
51750,VA,Radford city,3,15940.00 ,15878.00 ,16408.00 ,16070.00 ,16499.00 
51760,VA,Richmond city,1,202713.00 ,196991.00 ,204214.00 ,226610.00 ,226604.00 
51770,VA,Roanoke city,2,96487.00 ,95006.00 ,97032.00 ,100011.00 ,98865.00 
51775,VA,Salem city,2,23835.00 ,24723.00 ,24802.00 ,25346.00 ,25373.00 
51790,VA,Staunton city,3,24581.00 ,23951.00 ,23746.00 ,25750.00 ,25661.00 
51800,VA,Suffolk city,1,52143.00 ,63699.00 ,84585.00 ,94324.00 ,96194.00 
51810,VA,Virginia Beach city,1,393089.00 ,425236.00 ,437994.00 ,459470.00 ,457672.00 
51820,VA,Waynesboro city,3,18549.00 ,19617.00 ,21006.00 ,22196.00 ,22550.00 
51830,VA,Williamsburg city,1,11600.00 ,11998.00 ,14068.00 ,15425.00 ,15590.00 
51840,VA,Winchester city,3,21947.00 ,23599.00 ,26203.00 ,28120.00 ,28136.00 
53000,WA,Washington,,4866669.00 ,5894281.00 ,6724540.00 ,7705281.00 ,7738692.00 
53001,WA,Adams County,6,13603.00 ,16426.00 ,18728.00 ,20613.00 ,20621.00 
53003,WA,Asotin County,3,17605.00 ,20553.00 ,21623.00 ,22285.00 ,22397.00 
53005,WA,Benton County,2,112560.00 ,142473.00 ,175177.00 ,206873.00 ,210025.00 
53007,WA,Chelan County,3,52250.00 ,66611.00 ,72453.00 ,79074.00 ,79646.00 
53009,WA,Clallam County,5,56210.00 ,64183.00 ,71404.00 ,77155.00 ,78209.00 
53011,WA,Clark County,1,238053.00 ,345235.00 ,425363.00 ,503311.00 ,511404.00 
53013,WA,Columbia County,3,4024.00 ,4064.00 ,4078.00 ,3952.00 ,4042.00 
53015,WA,Cowlitz County,3,82119.00 ,92945.00 ,102410.00 ,110730.00 ,111524.00 
53017,WA,Douglas County,3,26205.00 ,32589.00 ,38431.00 ,42938.00 ,43696.00 
53019,WA,Ferry County,9,6295.00 ,7262.00 ,7551.00 ,7178.00 ,7273.00 
53021,WA,Franklin County,2,37473.00 ,49378.00 ,78163.00 ,96749.00 ,98268.00 
53023,WA,Garfield County,8,2248.00 ,2397.00 ,2266.00 ,2286.00 ,2346.00 
53025,WA,Grant County,5,54798.00 ,74714.00 ,89120.00 ,99123.00 ,100297.00 
53027,WA,Grays Harbor County,4,64175.00 ,67141.00 ,72797.00 ,75636.00 ,76841.00 
53029,WA,Island County,4,60195.00 ,71571.00 ,78506.00 ,86857.00 ,87432.00 
53031,WA,Jefferson County,6,20406.00 ,26301.00 ,29872.00 ,32977.00 ,33605.00 
53033,WA,King County,1,1507305.00 ,1737075.00 ,1931249.00 ,2269675.00 ,2252305.00 
53035,WA,Kitsap County,2,189731.00 ,231982.00 ,251133.00 ,275611.00 ,274314.00 
53037,WA,Kittitas County,4,26725.00 ,33369.00 ,40915.00 ,44337.00 ,45499.00 
53039,WA,Klickitat County,6,16616.00 ,19170.00 ,20318.00 ,22735.00 ,23118.00 
53041,WA,Lewis County,4,59358.00 ,68585.00 ,75455.00 ,82149.00 ,84398.00 
53043,WA,Lincoln County,8,8864.00 ,10173.00 ,10570.00 ,10876.00 ,11232.00 
53045,WA,Mason County,4,38341.00 ,49443.00 ,60699.00 ,65726.00 ,67615.00 
53047,WA,Okanogan County,6,33350.00 ,39567.00 ,41120.00 ,42104.00 ,42634.00 
53049,WA,Pacific County,7,18882.00 ,20979.00 ,20920.00 ,23365.00 ,23948.00 
53051,WA,Pend Oreille County,2,8915.00 ,11706.00 ,13001.00 ,13401.00 ,13886.00 
53053,WA,Pierce County,1,586203.00 ,700816.00 ,795225.00 ,921130.00 ,925708.00 
53055,WA,San Juan County,9,10035.00 ,14052.00 ,15769.00 ,17788.00 ,18557.00 
53057,WA,Skagit County,3,79545.00 ,103017.00 ,116901.00 ,129523.00 ,130696.00 
53059,WA,Skamania County,1,8289.00 ,9876.00 ,11066.00 ,12036.00 ,12170.00 
53061,WA,Snohomish County,1,465628.00 ,606043.00 ,713335.00 ,827957.00 ,833540.00 
53063,WA,Spokane County,2,361333.00 ,417968.00 ,471221.00 ,539339.00 ,546040.00 
53065,WA,Stevens County,2,30948.00 ,40082.00 ,43531.00 ,46445.00 ,47426.00 
53067,WA,Thurston County,2,161238.00 ,207392.00 ,252264.00 ,294793.00 ,297977.00 
53069,WA,Wahkiakum County,8,3327.00 ,3824.00 ,3978.00 ,4422.00 ,4582.00 
53071,WA,Walla Walla County,3,48439.00 ,55177.00 ,58781.00 ,62584.00 ,62682.00 
53073,WA,Whatcom County,3,127780.00 ,166822.00 ,201140.00 ,226847.00 ,228831.00 
53075,WA,Whitman County,4,38775.00 ,40742.00 ,44776.00 ,47973.00 ,47873.00 
53077,WA,Yakima County,3,188823.00 ,222578.00 ,243231.00 ,256728.00 ,256035.00 
54000,WV,West Virginia,,1793477.00 ,1808193.00 ,1852994.00 ,1793716.00 ,1782959.00 
54001,WV,Barbour County,6,15699.00 ,15555.00 ,16589.00 ,15465.00 ,15468.00 
54003,WV,Berkeley County,2,59253.00 ,75899.00 ,104169.00 ,122076.00 ,126069.00 
54005,WV,Boone County,3,25870.00 ,25548.00 ,24629.00 ,21809.00 ,21312.00 
54007,WV,Braxton County,8,12998.00 ,14697.00 ,14523.00 ,12447.00 ,12247.00 
54009,WV,Brooke County,3,26992.00 ,25427.00 ,24069.00 ,22559.00 ,22140.00 
54011,WV,Cabell County,2,96827.00 ,96783.00 ,96319.00 ,94350.00 ,93418.00 
54013,WV,Calhoun County,8,7885.00 ,7587.00 ,7627.00 ,6229.00 ,6176.00 
54015,WV,Clay County,3,9983.00 ,10336.00 ,9386.00 ,8051.00 ,7892.00 
54017,WV,Doddridge County,9,6994.00 ,7366.00 ,8202.00 ,7808.00 ,7735.00 
54019,WV,Fayette County,3,47952.00 ,47591.00 ,46039.00 ,40488.00 ,39927.00 
54021,WV,Gilmer County,7,7669.00 ,7155.00 ,8693.00 ,7408.00 ,7377.00 
54023,WV,Grant County,7,10428.00 ,11292.00 ,11937.00 ,10976.00 ,10983.00 
54025,WV,Greenbrier County,6,34693.00 ,34448.00 ,35480.00 ,32977.00 ,32608.00 
54027,WV,Hampshire County,3,16498.00 ,20171.00 ,23964.00 ,23093.00 ,23302.00 
54029,WV,Hancock County,3,35233.00 ,32682.00 ,30676.00 ,29095.00 ,28656.00 
54031,WV,Hardy County,6,10977.00 ,12647.00 ,14025.00 ,14299.00 ,14160.00 
54033,WV,Harrison County,5,69371.00 ,68635.00 ,69099.00 ,65921.00 ,65158.00 
54035,WV,Jackson County,6,25938.00 ,28002.00 ,29211.00 ,27791.00 ,27738.00 
54037,WV,Jefferson County,1,35926.00 ,42246.00 ,53498.00 ,57701.00 ,58370.00 
54039,WV,Kanawha County,3,207619.00 ,200111.00 ,193063.00 ,180745.00 ,177952.00 
54041,WV,Lewis County,7,17223.00 ,16914.00 ,16372.00 ,17033.00 ,16892.00 
54043,WV,Lincoln County,2,21382.00 ,22107.00 ,21720.00 ,20463.00 ,20126.00 
54045,WV,Logan County,6,43032.00 ,37705.00 ,36743.00 ,32567.00 ,31909.00 
54047,WV,McDowell County,7,35233.00 ,27331.00 ,22113.00 ,19111.00 ,18363.00 
54049,WV,Marion County,4,57249.00 ,56603.00 ,56418.00 ,56205.00 ,56001.00 
54051,WV,Marshall County,3,37356.00 ,35529.00 ,33107.00 ,30591.00 ,30115.00 
54053,WV,Mason County,6,25178.00 ,25952.00 ,27324.00 ,25453.00 ,25157.00 
54055,WV,Mercer County,4,64980.00 ,62978.00 ,62264.00 ,59664.00 ,59097.00 
54057,WV,Mineral County,3,26697.00 ,27086.00 ,28212.00 ,26938.00 ,26857.00 
54059,WV,Mingo County,7,33739.00 ,28247.00 ,26839.00 ,23568.00 ,23005.00 
54061,WV,Monongalia County,3,75509.00 ,81886.00 ,96189.00 ,105822.00 ,106387.00 
54063,WV,Monroe County,8,12406.00 ,13184.00 ,13502.00 ,12376.00 ,12332.00 
54065,WV,Morgan County,8,12128.00 ,14929.00 ,17541.00 ,17063.00 ,17221.00 
54067,WV,Nicholas County,6,26775.00 ,26561.00 ,26233.00 ,24604.00 ,24300.00 
54069,WV,Ohio County,3,50871.00 ,47432.00 ,44443.00 ,42425.00 ,41776.00 
54071,WV,Pendleton County,8,8054.00 ,8186.00 ,7695.00 ,6143.00 ,6142.00 
54073,WV,Pleasants County,6,7546.00 ,7513.00 ,7605.00 ,7653.00 ,7601.00 
54075,WV,Pocahontas County,9,9008.00 ,9114.00 ,8719.00 ,7869.00 ,7841.00 
54077,WV,Preston County,3,29037.00 ,29315.00 ,33520.00 ,34216.00 ,34358.00 
54079,WV,Putnam County,2,42835.00 ,51563.00 ,55486.00 ,57440.00 ,57260.00 
54081,WV,Raleigh County,3,76819.00 ,79237.00 ,78859.00 ,74591.00 ,73771.00 
54083,WV,Randolph County,7,27803.00 ,28274.00 ,29405.00 ,27932.00 ,27806.00 
54085,WV,Ritchie County,8,10233.00 ,10351.00 ,10449.00 ,8444.00 ,8383.00 
54087,WV,Roane County,6,15120.00 ,15447.00 ,14926.00 ,14028.00 ,13898.00 
54089,WV,Summers County,6,14204.00 ,14381.00 ,13927.00 ,11959.00 ,11908.00 
54091,WV,Taylor County,6,15144.00 ,16060.00 ,16895.00 ,16705.00 ,16492.00 
54093,WV,Tucker County,8,7728.00 ,7307.00 ,7141.00 ,6762.00 ,6672.00 
54095,WV,Tyler County,9,9796.00 ,9583.00 ,9208.00 ,8313.00 ,8155.00 
54097,WV,Upshur County,7,22867.00 ,23394.00 ,24254.00 ,23816.00 ,23791.00 
54099,WV,Wayne County,2,41636.00 ,42919.00 ,42481.00 ,38982.00 ,38498.00 
54101,WV,Webster County,9,10729.00 ,9716.00 ,9154.00 ,8378.00 ,8249.00 
54103,WV,Wetzel County,6,19258.00 ,17690.00 ,16583.00 ,14442.00 ,14170.00 
54105,WV,Wirt County,3,5192.00 ,5865.00 ,5717.00 ,5194.00 ,5063.00 
54107,WV,Wood County,3,86915.00 ,87954.00 ,86956.00 ,84296.00 ,83624.00 
54109,WV,Wyoming County,6,28990.00 ,25702.00 ,23796.00 ,21382.00 ,21051.00 
55000,WI,Wisconsin,,4891954.00 ,5363757.00 ,5686986.00 ,5893718.00 ,5895908.00 
55001,WI,Adams County,8,15682.00 ,19940.00 ,20875.00 ,20654.00 ,20875.00 
55003,WI,Ashland County,7,16307.00 ,16845.00 ,16157.00 ,16027.00 ,16107.00 
55005,WI,Barron County,6,40750.00 ,44961.00 ,45870.00 ,46711.00 ,46719.00 
55007,WI,Bayfield County,8,14008.00 ,15027.00 ,15014.00 ,16220.00 ,16320.00 
55009,WI,Brown County,2,194594.00 ,226633.00 ,248007.00 ,268740.00 ,269591.00 
55011,WI,Buffalo County,8,13584.00 ,13797.00 ,13587.00 ,13317.00 ,13302.00 
55013,WI,Burnett County,8,13084.00 ,15650.00 ,15457.00 ,16526.00 ,16744.00 
55015,WI,Calumet County,3,34291.00 ,40683.00 ,48971.00 ,52442.00 ,52539.00 
55017,WI,Chippewa County,3,52360.00 ,55217.00 ,62415.00 ,66297.00 ,66865.00 
55019,WI,Clark County,6,31647.00 ,33548.00 ,34690.00 ,34659.00 ,34746.00 
55021,WI,Columbia County,2,45088.00 ,52510.00 ,56833.00 ,58490.00 ,58488.00 
55023,WI,Crawford County,7,15940.00 ,17241.00 ,16644.00 ,16113.00 ,16075.00 
55025,WI,Dane County,2,367085.00 ,426475.00 ,488073.00 ,561504.00 ,563951.00 
55027,WI,Dodge County,4,76559.00 ,85851.00 ,88759.00 ,89396.00 ,89313.00 
55029,WI,Door County,6,25690.00 ,27957.00 ,27785.00 ,30066.00 ,30369.00 
55031,WI,Douglas County,2,41758.00 ,43288.00 ,44159.00 ,44295.00 ,44203.00 
55033,WI,Dunn County,6,35909.00 ,39853.00 ,43857.00 ,45440.00 ,45547.00 
55035,WI,Eau Claire County,3,85183.00 ,93128.00 ,98736.00 ,105710.00 ,106452.00 
55037,WI,Florence County,9,4590.00 ,5079.00 ,4423.00 ,4558.00 ,4593.00 
55039,WI,Fond du Lac County,3,90083.00 ,97284.00 ,101633.00 ,104154.00 ,104362.00 
55041,WI,Forest County,9,8776.00 ,10027.00 ,9304.00 ,9179.00 ,9258.00 
55043,WI,Grant County,6,49266.00 ,49590.00 ,51208.00 ,51938.00 ,52110.00 
55045,WI,Green County,2,30339.00 ,33678.00 ,36842.00 ,37093.00 ,36988.00 
55047,WI,Green Lake County,6,18651.00 ,19115.00 ,19051.00 ,19018.00 ,19229.00 
55049,WI,Iowa County,2,20150.00 ,22790.00 ,23687.00 ,23709.00 ,23756.00 
55051,WI,Iron County,9,6153.00 ,6863.00 ,5916.00 ,6137.00 ,6178.00 
55053,WI,Jackson County,6,16588.00 ,19091.00 ,20449.00 ,21145.00 ,21121.00 
55055,WI,Jefferson County,4,67783.00 ,75855.00 ,83686.00 ,84900.00 ,84943.00 
55057,WI,Juneau County,7,21650.00 ,24323.00 ,26664.00 ,26718.00 ,26802.00 
55059,WI,Kenosha County,1,128181.00 ,149584.00 ,166426.00 ,169151.00 ,168732.00 
55061,WI,Kewaunee County,2,18878.00 ,20199.00 ,20574.00 ,20563.00 ,20543.00 
55063,WI,La Crosse County,3,97904.00 ,107156.00 ,114638.00 ,120784.00 ,120433.00 
55065,WI,Lafayette County,8,16074.00 ,16149.00 ,16836.00 ,16611.00 ,16784.00 
55067,WI,Langlade County,6,19505.00 ,20743.00 ,19977.00 ,19491.00 ,19502.00 
55069,WI,Lincoln County,6,26993.00 ,29625.00 ,28743.00 ,28415.00 ,28541.00 
55071,WI,Manitowoc County,4,80421.00 ,82907.00 ,81442.00 ,81359.00 ,81505.00 
55073,WI,Marathon County,3,115400.00 ,125908.00 ,134063.00 ,138013.00 ,137648.00 
55075,WI,Marinette County,6,40548.00 ,43392.00 ,41749.00 ,41872.00 ,41875.00 
55077,WI,Marquette County,8,12321.00 ,14539.00 ,15404.00 ,15592.00 ,15792.00 
55078,WI,Menominee County,8,4075.00 ,4554.00 ,4232.00 ,4255.00 ,4289.00 
55079,WI,Milwaukee County,1,959212.00 ,940127.00 ,947735.00 ,939489.00 ,928059.00 
55081,WI,Monroe County,6,36633.00 ,40885.00 ,44673.00 ,46274.00 ,46193.00 
55083,WI,Oconto County,2,30226.00 ,35657.00 ,37660.00 ,38965.00 ,39356.00 
55085,WI,Oneida County,7,31679.00 ,36736.00 ,35998.00 ,37845.00 ,38259.00 
55087,WI,Outagamie County,3,140510.00 ,161090.00 ,176695.00 ,190705.00 ,191545.00 
55089,WI,Ozaukee County,1,72894.00 ,82322.00 ,86395.00 ,91503.00 ,92497.00 
55091,WI,Pepin County,8,7107.00 ,7314.00 ,7469.00 ,7318.00 ,7364.00 
55093,WI,Pierce County,1,32765.00 ,36726.00 ,41019.00 ,42212.00 ,42587.00 
55095,WI,Polk County,6,34773.00 ,41322.00 ,44205.00 ,44977.00 ,45431.00 
55097,WI,Portage County,4,61405.00 ,67181.00 ,70019.00 ,70377.00 ,70468.00 
55099,WI,Price County,9,15600.00 ,15819.00 ,14159.00 ,14054.00 ,14050.00 
55101,WI,Racine County,3,175034.00 ,188849.00 ,195408.00 ,197727.00 ,196896.00 
55103,WI,Richland County,6,17521.00 ,17926.00 ,18021.00 ,17304.00 ,17212.00 
55105,WI,Rock County,3,139510.00 ,152315.00 ,160331.00 ,163687.00 ,164381.00 
